tx,EmitEvent,ProgramParsed,CreateAccount,GetStorageUsed,UpdateAccountContractCode,SetProgram,ValueDecoded,GetAccountContractCode,ProgramChecked,ValueEncoded,ContractFunctionInvoke,GetStorageCapacity,GenerateUUID,GetAccountBalance,ProgramInterpreted,function_or_loop_call,AddEncodedAccountKey,GetCode,SetValue,ValueExists,GetAccountAvailableBalance,AllocateStorageIndex,ResolveLocation,GetValue,GetProgram,RevokeEncodedAccountKey,ms
convert int to string,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1075678,0,0,343,0,0,0,3,2094,20,0,537
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,410
create new account,2037,1,339,342,0,1,3064,0,1,1017,682,342,1018,0,683,1358,0,0,246796,1017,0,339,3,468897,2732,0,652
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,362
transfer tokens,8793,7,0,3,0,7,16,6,7,0,4,3,4396,0,5,153827,0,6,568,0,0,0,12,2480,29,0,417
create new account,2037,1,339,342,0,1,3064,0,1,1017,682,342,1018,0,683,1358,0,0,247474,1017,0,339,3,469575,2732,0,742
get account and get balance,3,1,0,3,0,1,3283,0,1,0,1094,3,1,1090,1095,4362,0,0,343,0,0,0,3,524204,5470,0,393
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,410
mint NFT,3,1,0,4,0,1,17,0,1,0,5,4,9521,0,6,114242,0,0,1857994,0,0,9764,3,2764,23,0,438
emit event,53395,1,0,3,0,1,14,0,1,0,4,3,1,0,5,320354,0,0,343,0,0,0,3,2251,20,0,376
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2249,20,0,403
get signer receiver,3,1,0,3,0,1,15,0,1,0,4,3,1,0,5,194222,0,0,343,0,0,0,3,2358,20,0,528
get account and get available balance,3,1,0,1321,0,1,3967,0,1,0,1322,3,1,0,1323,5274,0,0,343,0,1318,0,3,609692,3974,0,415
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2138,20,0,417
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,1022
get signer vault,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,288682,0,0,343,0,0,0,3,2235,20,0,707
create new account,2037,1,339,342,0,1,3064,0,1,1017,682,342,1018,0,683,1358,0,0,246796,1017,0,339,3,468897,2732,0,455
load and save long string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,570038,0,0,387,0,0,0,3,2097,20,0,420
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,401
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,420
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,416
call empty contract function,3,7,0,3,0,7,14,6,7,0,4,3,1,0,5,475470,0,6,343,0,0,0,12,2251,29,0,413
get signer vault,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,288682,0,0,343,0,0,0,3,2235,20,0,545
get signer address,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1100681,0,0,343,0,0,0,3,2094,20,0,406
convert int to string,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1075678,0,0,343,0,0,0,3,2094,20,0,497
get public account,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,525934,0,0,343,0,0,0,3,2094,20,0,383
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,365
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,45
create new account and deploy contract,1970,288,281,284,281,7,2542,287,288,1124,566,284,844,0,1129,1969,0,287,232730,843,0,562,12,389593,2277,0,773
mint NFT,3,1,0,4,0,1,17,0,1,0,5,4,9521,0,6,114242,0,0,1900431,0,0,9766,3,6769,23,0,391
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2138,20,0,988
create new account,2037,1,339,342,0,1,3064,0,1,1017,682,342,1018,0,683,1358,0,0,247474,1017,0,339,3,469575,2732,0,427
borrow array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,312160,0,0,343,0,0,0,3,2646,20,0,398
get account and get available balance,3,1,0,1321,0,1,3967,0,1,0,1322,3,1,0,1323,5274,0,0,343,0,1318,0,3,609692,3974,0,386
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2097,20,0,991
get signer receiver,3,1,0,3,0,1,15,0,1,0,4,3,1,0,5,194222,0,0,343,0,0,0,3,2358,20,0,431
get account and get storage capacity,3,1,0,3,0,1,4747,0,1,0,1582,1581,1,0,1583,6314,0,0,343,0,0,0,3,729552,4754,0,451
convert int to string,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1075678,0,0,343,0,0,0,3,2094,20,0,391
transfer tokens,8793,1,0,3,0,1,16,0,1,0,4,3,4396,0,5,153827,0,0,568,0,0,0,3,2480,20,0,403
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,46
get signer receiver,3,1,0,3,0,1,15,0,1,0,4,3,1,0,5,194222,0,0,343,0,0,0,3,2358,20,0,395
copy array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,422974,0,0,343,0,0,0,3,2646,20,0,380
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,396
borrow array from storage,3,7,0,3,0,7,14,6,7,0,4,3,1,0,5,312160,0,6,343,0,0,0,12,2646,29,0,399
convert int to string and concatenate it,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,686052,0,0,343,0,0,0,3,2094,20,0,327
convert int to string and concatenate it,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,686052,0,0,343,0,0,0,3,2094,20,0,321
load and save long string on signers address,3,7,0,3,0,7,14,6,7,1,4,3,1,0,5,570038,0,6,387,0,0,0,12,2097,29,0,424
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,45
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,359
get public account,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,525934,0,0,343,0,0,0,3,2094,20,0,526
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,448
get account and get available balance,3,1,0,1321,0,1,3967,0,1,0,1322,3,1,0,1323,5274,0,0,343,0,1318,0,3,609692,3974,0,397
get signer address,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1100681,0,0,343,0,0,0,3,2094,20,0,361
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232729,843,0,562,3,389593,2268,0,453
borrow array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,312160,0,0,343,0,0,0,3,2646,20,0,395
get signer receiver,3,1,0,3,0,1,15,0,1,0,4,3,1,0,5,194222,0,0,343,0,0,0,3,2358,20,0,398
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,47
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,354
copy array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,422974,0,0,343,0,0,0,3,2646,20,0,425
get account and get available balance,3,1,0,1321,0,1,3967,0,1,0,1322,3,1,0,1323,5274,0,0,343,0,1318,0,3,609692,3974,0,387
borrow array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,312160,0,0,343,0,0,0,3,2646,20,0,439
get signer receiver,3,1,0,3,0,1,15,0,1,0,4,3,1,0,5,194222,0,0,343,0,0,0,3,2358,20,0,450
borrow array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,312160,0,0,343,0,0,0,3,2646,20,0,426
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232730,843,0,562,3,389593,2268,0,442
get public account,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,525934,0,0,343,0,0,0,3,2094,20,0,412
convert int to string and concatenate it,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,686052,0,0,343,0,0,0,3,2094,20,0,374
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232730,843,0,562,3,389593,2268,0,433
get account and get balance,3,1,0,3,0,1,3283,0,1,0,1094,3,1,1090,1095,4362,0,0,343,0,0,0,3,524204,5470,0,449
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2097,20,0,404
copy array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,422974,0,0,343,0,0,0,3,2646,20,0,675
load and save long string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,570038,0,0,387,0,0,0,3,2138,20,0,420
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,415
get account and get available balance,3,1,0,1321,0,1,3967,0,1,0,1322,3,1,0,1323,5274,0,0,343,0,1318,0,3,609692,3974,0,409
add and remove key to/from account,5917,1,0,3,0,1,13,0,1,0,4,3,1,0,5,20701,2957,0,343,0,0,0,3,2094,20,2957,442
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,416
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,448
convert int to string,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1075678,0,0,343,0,0,0,3,2094,20,0,803
emit event,53395,1,0,3,0,1,14,0,1,0,4,3,1,0,5,320354,0,0,343,0,0,0,3,2251,20,0,846
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,46
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,46
get account and get available balance,3,1,0,1321,0,1,3967,0,1,0,1322,3,1,0,1323,5274,0,0,343,0,1318,0,3,609692,3974,0,491
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,414
create new account,2037,1,339,342,0,1,3064,0,1,1017,682,342,1018,0,683,1358,0,0,247474,1017,0,339,3,469575,2732,0,419
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2138,20,0,623
get signer receiver,3,1,0,3,0,1,15,0,1,0,4,3,1,0,5,194222,0,0,343,0,0,0,3,2358,20,0,406
get public account,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,525934,0,0,343,0,0,0,3,2094,20,0,381
add and remove key to/from account,5917,1,0,3,0,1,13,0,1,0,4,3,1,0,5,20701,2957,0,343,0,0,0,3,2094,20,2957,367
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,550
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,465
emit event,53395,1,0,3,0,1,14,0,1,0,4,3,1,0,5,320354,0,0,343,0,0,0,3,2251,20,0,721
get account and get available balance,3,1,0,1321,0,1,3967,0,1,0,1322,3,1,0,1323,5274,0,0,343,0,1318,0,3,609692,3974,0,432
add key to account,5151,7,0,3,0,7,13,6,7,0,4,3,1,0,5,25742,5148,6,343,0,0,0,12,2094,29,0,407
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232728,843,0,562,3,389593,2268,0,414
mint NFT,3,1,0,4,0,1,17,0,1,0,5,4,9521,0,6,114242,0,0,1900839,0,0,9766,3,7177,23,0,415
convert int to string,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1075678,0,0,343,0,0,0,3,2094,20,0,389
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2138,20,0,411
get signer receiver,3,1,0,3,0,1,15,0,1,0,4,3,1,0,5,194222,0,0,343,0,0,0,3,2358,20,0,396
get account and get available balance,3,1,0,1321,0,1,3967,0,1,0,1322,3,1,0,1323,5274,0,0,343,0,1318,0,3,609692,3974,0,457
borrow array from storage,3,7,0,3,0,7,14,6,7,0,4,3,1,0,5,312160,0,6,343,0,0,0,12,2646,29,0,659
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232729,843,0,562,3,389593,2268,0,433
get account and get storage capacity,3,1,0,3,0,1,4747,0,1,0,1582,1581,1,0,1583,6314,0,0,343,0,0,0,3,729550,4754,0,554
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,713
convert int to string,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1075678,0,0,343,0,0,0,3,2094,20,0,400
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,413
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,418
create new account,2037,1,339,342,0,1,3064,0,1,1017,682,342,1018,0,683,1358,0,0,247474,1017,0,339,3,469575,2732,0,1026
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,545
get account and get storage capacity,3,1,0,3,0,1,4747,0,1,0,1582,1581,1,0,1583,6314,0,0,343,0,0,0,3,729552,4754,0,431
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,79
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,477
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232729,843,0,562,3,389593,2268,0,1004
get signer vault,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,288682,0,0,343,0,0,0,3,2235,20,0,427
convert int to string and concatenate it,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,686052,0,0,343,0,0,0,3,2094,20,0,320
create new account,2037,1,339,342,0,1,3064,0,1,1017,682,342,1018,0,683,1358,0,0,247474,1017,0,339,3,469575,2732,0,422
copy array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,422974,0,0,343,0,0,0,3,2646,20,0,388
get public account,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,525934,0,0,343,0,0,0,3,2094,20,0,383
borrow array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,312160,0,0,343,0,0,0,3,2646,20,0,2035
get signer vault,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,288682,0,0,343,0,0,0,3,2235,20,0,420
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,381
get signer address,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1100681,0,0,343,0,0,0,3,2094,20,0,384
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,412
get public account,3,7,0,3,0,7,13,6,7,0,4,3,1,0,5,525934,0,6,343,0,0,0,12,2094,29,0,381
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,360
get signer vault,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,288682,0,0,343,0,0,0,3,2235,20,0,504
create new account,2037,1,339,342,0,1,3064,0,1,1017,682,342,1018,0,683,1358,0,0,247474,1017,0,339,3,469575,2732,0,414
convert int to string,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1075678,0,0,343,0,0,0,3,2094,20,0,395
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,464
mint NFT,3,1,0,4,0,1,17,0,1,0,5,4,9521,0,6,114242,0,0,1900187,0,0,9765,3,6553,23,0,378
convert int to string,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1075678,0,0,343,0,0,0,3,2094,20,0,389
get signer receiver,3,1,0,3,0,1,15,0,1,0,4,3,1,0,5,194222,0,0,343,0,0,0,3,2358,20,0,485
add and remove key to/from account,5917,1,0,3,0,1,13,0,1,0,4,3,1,0,5,20701,2957,0,343,0,0,0,3,2094,20,2957,405
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,547
get account and get available balance,3,1,0,1321,0,1,3967,0,1,0,1322,3,1,0,1323,5274,0,0,343,0,1318,0,3,609692,3974,0,405
add and remove key to/from account,5917,1,0,3,0,1,13,0,1,0,4,3,1,0,5,20701,2957,0,343,0,0,0,3,2094,20,2957,1308
mint NFT,3,1,0,4,0,1,17,0,1,0,5,4,9521,0,6,114242,0,0,1901031,0,0,9766,3,7369,23,0,966
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,60
get signer vault,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,288682,0,0,343,0,0,0,3,2235,20,0,453
load and save long string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,570038,0,0,387,0,0,0,3,2097,20,0,418
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,45
get account and get storage capacity,3,1,0,3,0,1,4747,0,1,0,1582,1581,1,0,1583,6314,0,0,343,0,0,0,3,729552,4754,0,551
transfer tokens,8793,1,0,3,0,1,16,0,1,0,4,3,4396,0,5,153827,0,0,568,0,0,0,3,2480,20,0,430
transfer tokens,8793,1,0,3,0,1,16,0,1,0,4,3,4396,0,5,153827,0,0,568,0,0,0,3,2480,20,0,400
get signer receiver,3,1,0,3,0,1,15,0,1,0,4,3,1,0,5,194222,0,0,343,0,0,0,3,2358,20,0,465
get signer receiver,3,1,0,3,0,1,15,0,1,0,4,3,1,0,5,194222,0,0,343,0,0,0,3,2358,20,0,395
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,412
get account and get available balance,3,1,0,1321,0,1,3967,0,1,0,1322,3,1,0,1323,5274,0,0,343,0,1318,0,3,609692,3974,0,406
get account and get storage used,3,7,0,32277,0,7,13,6,7,0,4,3,1,0,5,129098,0,6,343,0,0,0,12,2094,29,0,457
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2138,20,0,483
get signer address,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1100681,0,0,343,0,0,0,3,2094,20,0,381
create new account,2037,1,339,342,0,1,3064,0,1,1017,682,342,1018,0,683,1358,0,0,247474,1017,0,339,3,469575,2732,0,411
get signer vault,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,288682,0,0,343,0,0,0,3,2235,20,0,430
load and save long string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,570038,0,0,387,0,0,0,3,2138,20,0,418
transfer tokens,8793,1,0,3,0,1,16,0,1,0,4,3,4396,0,5,153827,0,0,568,0,0,0,3,2480,20,0,397
get signer vault,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,288682,0,0,343,0,0,0,3,2235,20,0,428
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,415
borrow array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,312160,0,0,343,0,0,0,3,2646,20,0,394
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2138,20,0,404
borrow array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,312160,0,0,343,0,0,0,3,2646,20,0,395
get public account,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,525934,0,0,343,0,0,0,3,2094,20,0,466
load and save long string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,570038,0,0,387,0,0,0,3,2138,20,0,423
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,401
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232728,843,0,562,3,389593,2268,0,440
get account and get balance,3,1,0,3,0,1,3283,0,1,0,1094,3,1,1090,1095,4362,0,0,343,0,0,0,3,524204,5470,0,410
get account and get available balance,3,1,0,1321,0,1,3967,0,1,0,1322,3,1,0,1323,5274,0,0,343,0,1318,0,3,609692,3974,0,383
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,471
transfer tokens,8793,1,0,3,0,1,16,0,1,0,4,3,4396,0,5,153827,0,0,568,0,0,0,3,2480,20,0,388
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,417
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,413
get signer address,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1100681,0,0,343,0,0,0,3,2094,20,0,364
convert int to string and concatenate it,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,686052,0,0,343,0,0,0,3,2094,20,0,319
emit event,53395,1,0,3,0,1,14,0,1,0,4,3,1,0,5,320354,0,0,343,0,0,0,3,2249,20,0,437
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,435
emit event,53395,1,0,3,0,1,14,0,1,0,4,3,1,0,5,320354,0,0,343,0,0,0,3,2251,20,0,382
get public account,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,525934,0,0,343,0,0,0,3,2094,20,0,383
reference tx,3,7,0,3,0,7,13,6,7,0,4,3,1,0,5,1173650,0,6,343,0,0,0,12,2094,29,0,471
get signer address,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1100681,0,0,343,0,0,0,3,2094,20,0,839
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,651
transfer tokens,8793,1,0,3,0,1,16,0,1,0,4,3,4396,0,5,153827,0,0,568,0,0,0,3,2480,20,0,402
get signer address,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1100681,0,0,343,0,0,0,3,2094,20,0,362
convert int to string and concatenate it,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,686052,0,0,343,0,0,0,3,2094,20,0,775
mint NFT,3,1,0,4,0,1,17,0,1,0,5,4,9521,0,6,114242,0,0,1900071,0,0,9766,3,6409,23,0,462
get account and get available balance,3,7,0,1321,0,7,3967,6,7,0,1322,3,1,0,1323,5274,0,6,343,0,1318,0,12,609692,3983,0,406
get signer vault,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,288682,0,0,343,0,0,0,3,2235,20,0,426
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,423
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,363
mint NFT,3,1,0,4,0,1,17,0,1,0,5,4,9521,0,6,114242,0,0,1900235,0,0,9765,3,6601,23,0,389
convert int to string,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1075678,0,0,343,0,0,0,3,2094,20,0,792
transfer tokens,8793,1,0,3,0,1,16,0,1,0,4,3,4396,0,5,153827,0,0,568,0,0,0,3,2480,20,0,719
get signer address,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1100681,0,0,343,0,0,0,3,2094,20,0,359
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,1246
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232730,843,0,562,3,389593,2268,0,438
get account and get available balance,3,1,0,1321,0,1,3967,0,1,0,1322,3,1,0,1323,5274,0,0,343,0,1318,0,3,609692,3974,0,403
load and save long string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,570038,0,0,387,0,0,0,3,2097,20,0,431
get account and get available balance,3,1,0,1321,0,1,3967,0,1,0,1322,3,1,0,1323,5274,0,0,343,0,1318,0,3,609692,3974,0,389
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,393
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,45
emit event,53395,1,0,3,0,1,14,0,1,0,4,3,1,0,5,320354,0,0,343,0,0,0,3,2251,20,0,399
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2138,20,0,404
get account and get storage capacity,3,1,0,3,0,1,4747,0,1,0,1582,1581,1,0,1583,6314,0,0,343,0,0,0,3,729552,4754,0,462
get signer address,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1100681,0,0,343,0,0,0,3,2094,20,0,366
borrow array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,312160,0,0,343,0,0,0,3,2646,20,0,394
transfer tokens,8793,1,0,3,0,1,16,0,1,0,4,3,4396,0,5,153827,0,0,568,0,0,0,3,2480,20,0,407
load and save long string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,570038,0,0,387,0,0,0,3,2097,20,0,417
create new account,2037,1,339,342,0,1,3064,0,1,1017,682,342,1018,0,683,1358,0,0,247474,1017,0,339,3,469575,2732,0,417
add and remove key to/from account,5917,1,0,3,0,1,13,0,1,0,4,3,1,0,5,20701,2957,0,343,0,0,0,3,2094,20,2957,389
get signer receiver,3,1,0,3,0,1,15,0,1,0,4,3,1,0,5,194222,0,0,343,0,0,0,3,2358,20,0,497
mint NFT,3,1,0,4,0,1,17,0,1,0,5,4,9521,0,6,114242,0,0,1901031,0,0,9766,3,7369,23,0,396
get account and get storage capacity,3,1,0,3,0,1,4747,0,1,0,1582,1581,1,0,1583,6314,0,0,343,0,0,0,3,729552,4754,0,1494
convert int to string,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1075678,0,0,343,0,0,0,3,2094,20,0,393
transfer tokens,8793,1,0,3,0,1,16,0,1,0,4,3,4396,0,5,153827,0,0,568,0,0,0,3,2480,20,0,396
